"Data Source","World Development Indicators",

"Last Updated Date","2024-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Latvia","LVA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12407442.1887183","59999658.5107654","84029117.6487328","59571374.095765","58360510.1849164","56981747.4004132","91376827.6788408","85329622.4836512","89337852.3742039","93932305.4507373","105476064.450402","97083966.5112891","105836051.018492","119844223.994172","163957518.739222","345073448.642865","422450640.576889","483531681.663736","502968110.59698","472975395.700651","479423850.746439","456329218.388057","398476673.439537","375983915.857053","318713325.479081","308979459.422542","284634122.742614","232211256.623468","240556399.79283","",
"Macao SAR, China","MAC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3960000","190000","1130000","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9905000000","12272000000","12814000000","14853000000","15960000000","16573000000","","16667000000","16680000000","16904000000","","","17222730000","17351000000","17586000000","17441000000","18570000000","19236000000","18231000000","17474000000","17566000000","18234000000","20097200000","22502400000","24783500000","27289400000","27100100000","27077800000","27281400000","29474000000","28784500000","27115900000","28599500000","",
"Monaco","MCO","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262590000","199400000","379000000","427200000","878800000","1020700000","797200000","486300000","579500000","772700000","470500000","428600000","609800000","721600000","834200000","547600000","662400000","666400000","492600000","591800000","1043300000","1747200000","1929000000","1504800000","1619562000","1684200000","1897300000","2645400000","",
"Madagascar","MDG","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13900000000","19880000000","38340000000","51680000000","98360000000","137580000000","","","","","","","","113157800000","239475800000","266600000000","284800000000","155668000000","127300000000","128492000000","147902000000","143248000000","144015000000","123961000000","142383000000","230920000000","278090742606.148","285467461037.613","353117537572.034","355997157518.244","361552384503.92","353894900605.711","346319330975.031","",
"Maldives","MDV","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","300000","600000","3100000","5600000","5700000","6100000","9300000","10200000","16100000","15300000","","12500000","21500000","21500000","31000000","56100000","76500000","81000000","87100000","81600000","98700000","106400000","116500000","136500000","135200000","138600000","154900000","198800000","234300000","280000000","617900000","675800000","725800000","","","978347369.41","1347649861.08","1182391081.32","1096946658.83","1440256926.75","1535090335.1","1603859134","2104465538.78","","",
"Middle East & North Africa","MEA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","5000000","7000000","11000000","14000000","20000000","32000000","41000000","53000000","75000000","169000000","417000000","1603000000","2259000000","4364000000","11591000000","35559000000","61117000000","57396000000","59466000000","43244000000","37943000000","30421000000","28490000000","53008000000","72287000000","70709000000","82917000000","115894000000","113161000000","","","","","","","","302998937151.988","300526091463.234","314150705743","322243147483.886","355664692526.67","367399367755.923","402737757972.741","400292932881.055","465694962804.35","597090095834.31","642805241459.91","655782840182.83","693872580558.07","775108499648.27","978663955683.83","1128488614878.3",
"Marshall Islands","MHL","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1318809","896686","892842","1422706","1431816","1172736","749571","733114","763251","641165","640000","602484","664000","","","",
"Middle income","MIC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2619750253","3140066325.33","2918446501.5","2646000000","2445000000","3174000000","3471000000","4216000000","4605616288","5090421192","6457092957","6871340885","8387998565","7692706150","8101712861","8030381866","9085500000","","",
"Mali","MLI","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16000000000","14600000000","18381000000","18788580000","17579154981.4462","18661149054.2646","15222900000","14000000000","14073000000","15497000000","19127000000","30562000000","26889199000","38557000000","41700000000","51861533000","44200000000","74500000000","83974000000","104030000000","123621883870","","","",
"Malta","MLT","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","4728627.99906825","4565571.86116935","4751921.73305381","4518984.39319823","4938271.60493827","4891684.13696716","4845096.66899604","","4984859.07290939","4868390.4029816","4751921.73305381","4891684.13696716","5334265.08269276","5613789.89051945","5986489.63428838","5753552.2944328","7523876.0773352","11786629.3966923","29897152.1687454","49593461.12928","58112250.404222","71351642.6531763","96853750.6737032","126717912.881435","146051712.089448","194735616.119264","243885394.828791","343349638.947123","394595853.715351","373165618.448637","410435592.82553","398555788.492895","426741206.61542","457023060.796646","467738178.430002","470766363.848125","206800000","204900000","208100000","222500000","223600000","227500000","237900000","233700000","221700000","212100000","196600000","186700000","173600000","169900000","166900000","",
"Myanmar","MMR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","682648091000","769170761000","879160514000","866662116000","1043211511000","1325050067000","740827973000","1587815161000","","","","",
"Middle East & North Africa (excluding high income)","MNA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62000000","2028000000","1705000000","1798000000","3933000000","18131000000","11094000000","17298000000","18191000000","16449000000","20043896607.79","17649384300","","","18081688118.4","18575489903.01","19840380500","29621621013.6","41919731520","37320968675.59","125913367670.55","269670883562","500351207241.6","731011102947.29","986099800000","1156465120800","1053958108897.07","880237188376.07","978401621058.89","829633866835.26","","",
"Northern Mariana Islands","MNP","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2672857190","3501045060","4125408100","","","","16308929710","18109054460","27250404410","29703300000","27377800000","26997500000","35434200000","",
"Mauritania","MRT","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","35100000","31100000","33900000","51400000","73300000","116800000","179400000","323900000","461400000","642200000","717400000","783800000","889400000","935000000","920900000","879300000","879700000","1337300000","1564000000","1469800000","1182300000","1324900000","1652500000","1954300000","2300800000","2706000000","2985000000","3013000000","3443300000","3533100000","4439600000","5077700000","4669400000","5139300000","6822600000","7970600000","8065400000","7437700000","6377500000","6610700000","6350706000","6813900000","4872900000","10126290000","7891780624","8209070554","9316371000","10226137000","9982100000","11118100000","15616569693.94",
"Malawi","MWI","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17863523420","21497865000","22818775000","23764952000","33211117018.3763","90521625666.865","94274797496.95","125673681959.607","185141395790.051","190321115661.677","224319230564.161","261696300489.247","348303372652.498","626978964405.701","",
"Malaysia","MYS","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6795000000","6425000000","6928000000","7941000000","9055000000","9634000000","9669000000","10546000000","10919000000","11604000000","12495400000","12910815525.25","12796817899.53","14221506993.47","15621083000","17715930000","19537323000","20775664000","22588223000","24283204000","26479700000","27863449723.17","30547100000","32932714314.02","34494802360.98","38069000000","41269000000","",
"North America","NAC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26800000","20900000","21600000","70000000","117500000","145100000","250500000","350100000","488700000","512900000","510428469","647290000","823096376","864375148.87","997155000","1160233000","1261732000","1180869923","1104673414","1196355204","965496000","1141984820","1718590353.78","1788490410.36","2060351550.35","2623431939.32","4310120000","5422400000","5989380000","6876101694.15","7270600000","7909000000","9429480000","",
"New Caledonia","NCL","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","1471000000","2714000000","2713000000","5677000000","5600000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000","84820000","267310000","426730000","578960000","570840000","496130000","898690000","1045340000","742660000","1044260000","1285000000","1286824200","1918936700","1478088800","1561000000","1684360500","1579796100","1447419260","1711257006.04","1990641257.808","2261906237","2466262235","2519578676","2639111955.60754","3049823984.77189","3754980480.03347","4392932765.31007","4550947989.64971","5410386516.71692","5476513696.14959","6182200000","6607232982.77","",
"Netherlands","NLD","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","998316475.398306","1111761529.42084","1256971198.56968","1597306360.63729","1828734270.84326","2119153609.14095","2436799760.40405","3076629865.09114","3984190297.27142","5295615121.77192","6507208298.73259","7718801475.69326","8803336192.1487","9547535746.53652","9683669811.36356","9865181897.79962","9778963656.74249","10309886509.568","11285513974.1618","12075091550.1586","12923660554.2472","13191390881.7403","14432000000","14191000000","14182000000","14315000000","13940000000","12586000000","11948000000","11311000000","10858000000","10805000000","10470000000","10129000000","10444000000","11493000000","11400000000","10446000000","10742000000","10252000000","9752000000","9496000000","8720000000","7900000000","7169000000","6594000000","6119000000","5495000000","4920000000","4878000000","",
"Norway","NOR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","950000000","1117000000","1413000000","1379000000","2737000000","3580000000","4640000000","6107000000","7822000000","8437000000","8770000000","10240000000","11222000000","13300000000","17812000000","18923000000","16456000000","17853000000","18667000000","17380000000","17961000000","20340000000","21071000000","21006000000","20686000000","19159000000","18941000000","17281000000","19442000000","23536000000","22255000000","26312000000","24554000000","28765000000","47767000000","51924000000","42704000000","26450000000","22338000000","20323000000","14940000000","14240000000","13595000000","13658000000","11542000000","10176000000","11751000000","11655000000","11066000000","8848000000","15376000000","",
"Nepal","NPL","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3430000000","3868000000","4074000000","3752000000","4080000000","4820000000","4698000000","5770000000","6621800000","6543900000","6218000000","6158700000","6164000000","6373700000","8154200000","9981258000","12519199000","15160827000","13736698000","12037868000","9263198371.82","8673040021.09","10023699196.54","16247311611.19","20714551000","26060200000","34741110000","","",
"Nauru","NRU","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","185000000","200000000","221000000","270000000","367000000","464000000","591000000","758000000","892000000","1203000000","1476000000","2015000000","2530000000","3302000000","4070000000","4948000000","4487000000","","","","","","","","","","","","","2544100000","2192314000","2493512000","2518712000","2658047000","2456000000","2254000000","1337000000","2294790000","2511120000","3238180000","3621150000","3777700000","3544400000","3668840000","3560690000","3536370000","3502710000","3499510000","3210580000","3281158859.22682","4155540398.51581","",
"OECD members","OED","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","1681000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Panama","PAN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","922500446.73","997979888.96","1030932914.23","1082570284.37","1156616504.57","1287456595.62","1415329850.29","1543470561.58391","","",
"Peru","PER","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","3","7","6","11","11","24","72","138","214","382","557","1411","3104","8631","10065","15876","131000","2135000","420040000","1040000000","1998000000","2902000000","3569000000","4038900000","3443900000","3025500000","3465100000","3947700000","4404600000","4049800000","4098300000","4426900000","4716100000","4900800000","5503908218.57864","5884991211.70874","5718140398.58714","4863144265.25907","4953560162.4272","5401437084.29338","5431725620.55011","5931872074.92504","6009445120.72042","6155424355.55923","6882037031.35089","7772722183.14625","9130468483.92348","9811642510.04213","10708967892.1342","12210437183.3697","","",
"Philippines","PHL","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71114000000","74922000000","79540000000","76491000000","79123000000","72658000000","76522000000","77971000000","99792000000","106290000000","162992000000","199580000000","200723000000","241830000000","278430000000","315570000000","323299000000","277303000000","282855000000","288885000000","302835000000","282990000000","316508000000","324764000000","324026000000","313694000000","308160000000","310541000000","349215000000","360874000000","380412170000","429432000000","502858000000","628333000000",
"Palau","PLW","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810265","571970","683456","637486","579149","588696","541943","748299","448604","456570","438175","572243","765000","","","",
"Papua New Guinea","PNG","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116610000","95960000","137890000","157030000","183190000","299640000","260890000","293360000","338700000","384050000","406269000","419577000","530716000","","","","","","","","","","","","933100000","1135400000","1248100000","1524900000","1853300000","2129096700.40995","2160000000","2249120260","2572500000","",
"Poland","POL","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","770000","2980000","2340000","3620000","5730000","","","","","","8731000000","13536000000","4426000000","20091000000","21359000000","18083000000","21426000000","23736000000","22399000000","24195000000","24308000000","23118300000","24302000000","24340000000","25540000000","32016000000","33896000000","36840000000","39770000000","38719000000","31390200000","29799600000","29950000000","29448000000","28658000000","29220000000","28812000000","27824000000","42493000000","",
"Pre-demographic dividend","PRE","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","14963936.912042","28930278.0299478","","107241547.869634","146646581.738011","190540796.680001","385071976.536547","504783471.832883","728244929.719376","1009068145.7687","1340269949.42189","2002174758.83122","2027763090.95081","2316257818.65704","2533394519.20871","3429235542.34295","4097125926.51709","5026386408.7549","4445785656.56767","3814307518.8795","","","","","","","","","","","","","","","","5526792000","7805310000","8262118000","8308518000","8544240000","8272170000","7789589000","7448005000","6930538000","6406688000","5847231000","5243814000","4770881000","",
"Paraguay","PRY","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","539700000000","516700000000","512833296727","445146685085","434505996000","346399271962","284143650820","259303785322","416038332752","526712433916","893350719320","1151443499748","1276366966555","1549481661099","1961564742171","2556426295043","2962483971575","3613594605359","",
"West Bank and Gaza","PSE","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10013002.2060298","12386103.5055433","8032910.5912709","10750987.4080268","14553651.3989268","12151616.8146563","16644197.2722954","17883490.5262066","24717577.2709649","19560725.6714833","23918813.7233714","20635094.8731969","20943325.3522126","65456322.7365102","64994981.2574971","122231267.690768","124541921.820109","","",
"Pacific island small states","PSS","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","1091000","715000","711000","379000","103000","","88000","1475000","15790000","64940000","120400000","203400000","1127400000","1473700000","2785200000","3189600000","3984200000","3726100000","3126000000","3549100000","3478300000","2589600000","2756800000","3503500000","9438200000","9282600000","11179100000","13077100000","12944100000","11590400000","10962500000","10356700000","10411700000","10278800000","12042300000","14754800000","17048500000","20340400000","",
"Russian Federation","RUS","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162862000000","257853000000","231110000000","222632000000","218455642800","185864250700","208340000000","172900000000","140700000000","155500000000","177100000000","198000000000","272300000000","335300000000","380800000000","433751204686.51","677649557504.02","669833000000","706873000000","809015000000","947170000000","894610000000","","","",
"Rwanda","RWA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","64000000","71000000","88000000","91000000","65000000","94000000","240000000","325000000","","","","","","","","","2030000000","2131000000","4292000000","4800000000","","","","","","","","","","","","","","","","","","","","","","43500000000","45872275573.0839","56998212948.4964","72191874699.1957","91969639647.0506","102828963307.159","139437088260.059","","","",
"South Asia","SAS","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10927581107.4","7856000000","6107000000","4607000000","3528000000","2608000000","4947599104.7","9031000000","15000000000","21132394950.53","24457019328.85","27383826714","30314379212.14","",
"Sudan","SDN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116890000","203660000","","","","","","","","","","1270200000","1668800000","","2524900000","1511400000","3771000000","3586700000","2967600000","","","","","","","",
"Senegal","SEN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157740449258.934","187650262709.217","233912593422.186","281512754158.78","279100350559.985","295416698174.188","315350419432.736","395122378062.962","579043040814.618",
"Singapore","SGP","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","100000000","150000000","178000000","218000000","313000000","432000000","534000000","636000000","740000000","770000000","942000000","1608000000","1894000000","1198000000","1190000000","3796000000","1419000000","1589000000","2021000000","2629000000","1980000000","1231000000","1136000000","1224000000","1114000000","992000000","990000000","838000000","531000000","499000000","447000000","380000000","291000000","203000000","141000000","55000000","33000000","33678000","5400000","4300000","3200000","2600000","900000","2400000","2788586","700000","591000","448447668.84","432729197.434923","349759919.975","471951181.93","",
"Solomon Islands","SLB","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22594059.9","18345397.3521569","14744619.8921659","13421219.4","11505456.9622406","10765245.57","13697464.0839242","10458507.3603999","20258577.74","24729030.6887967","26554581.94","43868198.99","",
"Sierra Leone","SLE","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127080000","146320000","156980000","193800000","288900000","260000000","360000000","375400000","513100000","427100000","432400000","459400000","478900000","506600000","497483132.53","537300000","597535266.61","567622301.38","610560507.68","689302381.24","730300000","763700000","754200000","953000000","1032600000","1219300000",
"San Marino","SMR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000000000","","","","","","","9895342","3953088.3","3663270.14","2772541.76","10968413.65","12737658.97","5969375.64","6445021.86","4650997.9","4889664.5","5064407","3676831.4","6588902.08","6293477.18","7122416.46","6757619","5138577","4242814","7741897","28981525","23432708.97","",
"Somalia","SOM","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14444846.36","","","",
"Serbia","SRB","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16965800000","15185400000","21131000000","32558800000","42191924303.1","64135247101","92183494094.84","115797695613.54","128106620258.96","130834301532.67","119826525955.41","108290373193.98","108298446718.29","104347581905.224","108025381443.564","105722088000","",
"Sub-Saharan Africa (excluding high income)","SSA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460784000","537405000","567585000","652856000","937428000","1246016000","1337835000","1299642000","1017325000","985974000","858061000","795383000","864351000","889982000","910840000","865795000","1066012000","1275157000","1386670000","1453559000","1389057000","1351941000","1205068000","1196692000","1153201000","1095024000","1088848000","1122989000","",
"Slovenia","SVN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20030045.0676014","73443498.5812051","110165247.871808","","","","","","","","503563000","486712000","457388000","443686000","428042000","423396000","401276000","464393000","577677000","678992000","712579000","912348000","1200609000","1235753000","1213094000","1072251000","917455000","820228000","742414000","644229000","631626000","",
"Sweden","SWE","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","1990000000","2290000000","2700000000","3740000000","4130000000","5420000000","6920000000","8800000000","14510000000","23760000000","27720000000","48200000000","60390000000","75230000000","66510000000","63810000000","53410000000","53180000000","63700000000","61030000000","60040000000","73090000000","94740000000","86785000000","91843000000","95186000000","85516000000","80801000000","72871000000","59011000000","66885000000","48513000000","45978000000","46223000000","47329000000","46571000000","43358000000","37256000000","32723000000","36463000000","27963000000","26002000000","21119000000","20162000000","18380000000","17074000000","18841000000","16477000000","11241000000","10385000000","27034000000","",
"Eswatini","SWZ","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69700000","82577840.01","115009348.33","140260103.75","113091360.18","134132823.92","176799215.08","191377154.68","153135249.74","227051795.03","322010254.2","227539291.58","261039430.93","270125488.5","","324900000","359931000","497952000","691444000","821850000","815365000","1443877188.13589","1333214642.9","","",
"Sint Maarten (Dutch part)","SXM","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
