"Data Source","World Development Indicators",

"Last Updated Date","2024-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Estonia","EST","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4084.69881872499","","","","12900000","20900000","13700000","18600000","14100000","11100000","9900000","13600000","13900000","15300000","13700000","13000000","12000000","14100000","13300000","11700000","13300000","20100000","21300000","28300000","25900000","24000000","19300000","16000000","14500000","26100000","26800000","31100000","",
"Ethiopia","ETH","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227700000","267900000","307300000","530500000","956900000","838600000","931700000","935000000","899900000","1002500000","","1069900000","996400000","1016900000","1104300000","1114000000","2427800000","2427800000","1578150000","1383800000","1577700000","2004210000","2530700000","3139033514.28","3806731103.12","5338540586.6","7231016301.37","8659030037.06","11093637683.29","13418657194.18","13532107163.84","25672519962.78","46403700000","48210000000",
"European Union","EUU","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","46924431.4827616","50288190.0119918","43728860.8799929","44233424.6593774","48101746.9679922","73834499.7166033","103771950.626752","162974100.741204","201489135.90089","263214104.912265","360594914.33348","512300424.001763","635413986.171589","763741374.061722","766264192.958644","800406342.030331","870036143.585397","826475470.631865","795024328.383563","972798966.65338","1404537373.88008","3021664286.80751","3723176128.07847","3603000000","4017000000","4395000000","4020000000","3597000000","3578000000","3552000000","2948000000","2720000000","2618000000","2495000000","2365000000","2340000000","2361000000","2253000000","2415000000","2569000000","2708000000","2504000000","2492000000","2379000000","2281000000","2155000000","2039000000","1922000000","1574000000","1182000000","1309000000","",
"Fiji","FJI","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68510000","68670000","67860000","71350000","73240000","87730000","84070000","","","","","","","","119020000","128090000","141481579","183400000","168770000","191670000","218023074.84","258434473.53","257650268.39","260506022.56","264182909.91","290683402.43","265053626","279406310.49","310480392.32","337860175.26","370277595.75","362223369.64","","",
"France","FRA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","701265479.292088","655530774.120865","899449201.700721","1707428993.059","1768408599.95396","2149531143.04749","2652612899.93094","3308143674.05181","3582551905.07914","6296144411.90505","7439512041.18563","10930594535.9223","12272145887.6115","14238738209.9741","15366860937.531","15351616035.8072","15932294342.4645","18080453444.3569","21266637904.6187","23294209833.8763","27090190363.0878","30261129921.626","33081436740.5181","36502000000","38783000000","40136000000","40807000000","39562000000","40334000000","41966000000","43554000000","42851000000","43938000000","45229000000","44913000000","47768000000","51385000000","45788000000","49030990000","53224000000","52180270000","46806000000","45231000000","42747000000","40551000000","39201000000","39594000000","34399000000","28559000000","34017000000","49256000000","",
"Faroe Islands","FRO","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","539227.0498","548804.50425","603838.8215","637396.7226","563988.8176","732888.20461","788313.938946","788313.938946","653641.97775844","614428.94060544","590374.44177944","549808.07207944","523714.423183821","","","",
"Gabon","GAB","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86891450000","151715400000","110848970000","172231688154","193173990000","219006857082.175","225042871976.018","224895554786.883","296932638130.38","308516577984.027","","",
"United Kingdom","GBR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","1763000000","2133000000","2624000000","3475000000","4280000000","4814000000","5986000000","7585000000","9418000000","10609000000","10985000000","11954000000","13290000000","14564000000","15248000000","17287000000","17901000000","18237000000","18074000000","16368000000","16729000000","18385000000","21509000000","26119000000","27768000000","29814000000","30695000000","27052000000","27123000000","24687000000","22519000000","23669000000","25433000000","28582000000","30290000000","35017000000","36272000000","31034000000","48281000000","55076000000","51374000000","52537000000","51620000000","46400000000","50481000000","57835000000","55254000000","50535000000","43388000000","63380000000","109549000000","88063000000",
"Georgia","GEO","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","57600000","85100000","128100000","150400000","169800000","115000000","146700000","168500000","142400000","120100000","100500000","97400000","119300000","167200000","200700000","282700000","248300000","233000000","244900000","326600000","397700000","476600000","516700000","607000000","766800000","800800000","762900000","",
"Ghana","GHA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2731800","4282800","6100400","13477800","","","","","","","","278724400","299900000","363344760","347238560","354046690","393372580","440007400","679176600","1032323883","1439358886","1611182852","2436153000","4396972800","7080869100","9075338364.74","11528959491.35","13572121181.6","15821822181.14","19769256893.91","24599258892.55","33522585720.65","45687372281.35","",
"Gibraltar","GIB","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16667000000","27774000000","40218000000","35106000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91720000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5204435838.96883","","8240988574.07677","","","","",
"Equatorial Guinea","GNQ","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813000000","727000000","1597000000","449000000","18487000000","26468451000","31436732715.0126","36814634659.0173","47496357109.1212","30364713574.6","49460145017.5817","28869817000","44548780889.9023","54269283382.2806","73723335658.9275","73235708064.4069","93767502416.6083","",
"Greece","GRC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","13793103.4482759","15994130.5942773","22890682.3184153","28495964.7835657","40645634.6294938","43697725.6052825","56551724.137931","91181217.9016875","137138664.710198","185033015.40719","152252384.446075","252795304.475422","524167278.063096","737314746.881878","1005311812.17902","1315069699.19296","1736199559.79457","2117182685.25312","4019075568.59868","","","","","","","9722000000","9783000000","10243000000","9613000000","9585000000","9323000000","9038000000","9477000000","9613000000","9936000000","10808000000","12041000000","12362000000","13714000000","15533000000","10063000000","7545000000","7301000000","6542000000","5909000000","5849000000","6349000000","5754000000","5201000000","4959000000","5436000000","",
"Grenada","GRD","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388880000","752600000","529920000","578820000","664660000","799140000","975500000","728280000","1263920000","1528610000","1672730000","2111170000","2191490000","2207420000","2547120000","2868680000","3128200000","3831300000","3961800000","4295376770.07","4832235158.1","5349720170.78","5894731859.86","6442650568","6429465945.96","7460731516.02","7555291924.97","7850326079.12","8335861032.26","9541118541.67","10176857966.96","11394522480.25","12120494341.01","",
"Guam","GUM","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","12800000","14400000","14800000","15200000","16800000","","","","","","","","","","","","","","","","","","","","","","","","","","","2053100000","2183900000","2271100000","1803140000","1433500000","1625500000","1774850000","2554600000","4066207268","5538930000","7777241753","7568711082","8268835734.05","","","","","13935390571.9867","","","",
"Heavily indebted poor countries (HIPC)","HPC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79633.6850487756","8532749.35297631","50681531.6212091","150907160.395514","217433000","242863000","266691000","317991000","361004000","505921000","572436000","454338000","505973000","579298000","628910000","633850000","696836000","802390000","955627000","1028664000","1167397000","1333669000","1361702000","1501351000","1546167000","1447284000","1301466000","1186694000","1194196000","998748000","890543000","992692004.270387","",
"Haiti","HTI","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","13300000000","14200000000","8600000000","12700000000","11100000000","22700000000","24600000000","41000000000","54400000000","62900000000","89900000000","158300000000","158900000000","289300000000","502328000000","643331000000","752915000000","745854000000","788468000000","711302000000","717301000000","688761000000","762016000000","895795000000","906290000000","927048000000","1010327000000","1066215000000","1155964000000","1097468000000","1137276000000","1272930000000","1350645000000","1316810420000","1215763989000","1144386253000","1069519476000","1047002947000","1096598000000","1152056881000","1268258000000","1856015000000","",
"IBRD only","IBD","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","17000000000","29000000000","35000000000","39000000000","91000000000","123000000000","238000000000","418000000000","401000000000","464000000000","680000000000","1195000000000","1492000000000","1619000000000","2525000000000","3435000000000","4403000000000","4819000000000","5031000000000","4562000000000","5385700000000","6344000000000","7565000000000","7130000000000","6426000000000","10817600000000","31264000000000","42910000000000","","","81121600000000","65350600000000","62485700000000","","","","88352300000000","93781900000000","88381000000000","93260300000000","100516000000000","113033000000000","133132268135776","155885608310931","182728457494927","216484265321345","257949240641279","275137275410219","314088112296556","341641042691342","386194648834426","",
"IDA only","IDX","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","7840000000","9620000000","11950000000","13400000000","16720000000","18900000000","22540000000","27630000000","35160000000","44500000000","56460000000","70900000000","86480000000","107020000000","133470000000","165250000000","199480000000","249550000000","290550000000","344900000000","414550000000","471280000000","552650000000","612180000000","732280000000","868750000000","977690000000","1053520000000","1148030000000","1201330000000","1236590000000","1288690000000","1459140000000","1659450000000","1874640000000","2078370000000","2303510000000","2303510000000","3128080000000","3642440000000","3919346200000","4315100000000","4791960000000","5292460000000","5741910000000","","","","8327769400000","",
"Not classified","INX","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","99039570.1174762","121894855.529201","142210664.784068","206967306.783957","293309496.117141","375842471.215038","485039945.959947","601855849.175432","763112585.135938","1050073390.86093","1502100146.78172","1712876667.80097","1927462403.0555","2289337755.40781","2280449588.85881","2399804968.23115","2444245800.97617","2458212919.8389","2840404081.44608","2853101462.23037","2815009319.8775","2848022509.91665","2797232986.77949","2785404000","2621608000","2537556000","2660097000","2164266000","2071381000","1714541000","1741767000","1728150000","1676534000","1714118000","1820564000","1969524000","2385091000","3393815000","4725363000","5746071000","7275451000","7737760000","7574341000","6922372000","6255546000","5900410000","5300957000","4614135000","3820329000","3281945000","3324161000","",
"Iran, Islamic Rep.","IRN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","15100000000","19300000000","28300000000","33200000000","27000000000","38300000000","9300000000","37000000000","35300000000","20900000000","16700000000","10500000000","6300000000","9600000000","4600000000","4100000000","4600000000","3100000000","3000000000","3000000000","3000000000","15000000000","19000000000","7000000000","12000000000","87000000000","465000000000","58000000","75000000","115000000","1744200000000","2220300000000","2752100000000","4263604000000","5452400000000","7736500000000","7974100000000","5896700000000","","","","","","","","","","","","","","",
"Iraq","IRQ","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","711542000000","655702087224.974","1402474153180.2","2289463033334.02","5525317286638.32","6219364694.52","","","","",
"Iceland","ISL","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","5600000","9800000","15600000","39500000","42400000","65000000","130200000","209600000","242700000","423800000","779000000","1638100000","2425400000","3597700000","4516700000","4340000000","7133000000","9644000000","11370000000","12962000000","12875000000","13678300000","14795000000","16499000000","15812000000","15606400000","18832600000","20155100000","19665400000","21710939536.4436","19969689450.7366","18869011953.7424","18505689001.9954","53881084774.5794","70014051732.7892","82655641737.444","177872355456.69","192709609528.309","131763530362.325","149708959224.547","159205640834.389","154665720889.13","136608963675.836","149903280168.652","142736735788.632","141726127287.683","130963604819.821","121159822624.707","105429395209.23","117667833975.435","199019609018.305","206568168521.131",
"Israel","ISR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","200000","200000","400000","400000","600000","1700000","2200000","3400000","8800000","33400000","82700000","408300000","1834500000","4952800000","6669800000","8584800000","7032300000","8422500000","9620300000","8927000000","11689000000","13168000000","14648000000","16962000000","18753000000","19576000000","22799000000","22956000000","29265000000","31331384560.7025","49081935445.8523","29838076917.4638","33416392326.2747","36477236046.9726","34414705920","35510198627.84","41551491924.928","40746204367.0593","35277430599.62","37548421811.4256","35300395547.6538","36641671835.7728","26793709544.3562","24123050397.5489","25753545116.2763","27601793241.6372","31814375186.096","29495245420.0574","27666764161.4141","43749036255.7726","59412086107.1246","",
"Italy","ITA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","919809737.278375","1355699360.1099","2171701260.67129","3233536645.19928","4202409787.89115","4684780531.64073","5905684641.08828","8652718887.34526","","","","","29403440635.8617","37832533685.9012","37550548218.9984","44954474324.3453","53934110428.8142","66398797688.3389","74575343314.7237","88497471943.479","95798623125.907","93767914598.6872","107744000000","112642000000","97769000000","87920000000","73920000000","74450000000","77078000000","71697000000","67403000000","64681000000","65078000000","66003000000","72158000000","75678000000","66113000000","66147000000","73184000000","80642000000","75139000000","72082000000","66404000000","64877000000","63914000000","63461000000","59422000000","56426000000","63012000000","81945000000","",
"Jamaica","JAM","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1885400000","2344600000","2926000000","4140600000","6872900000","9876200000","15015080165","17971129167","27280386380.4","24563740023","34588975521.105","41783981513.1043","42920301100","51010378500","62120550000","88169574000","92784164000","88295660000","97817876000","101723408000","125305200759.67","188715629540.33","128354653000","120635009800","126937670821","109919523526","124512684706","125679549640","139356191524.1","135181000000","129188116996.79","131487329703.31","129037863617.94","","","",
"Jordan","JOR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175330000","180140000","155780000","121970000","109400000","132700000","153400000","200860000","188670000","194900000","209090000","209260000","176650000","170730000","161100000","207100000","265980000","320900000","377800000","392200000","397500000","429500000","583000000","736500000","926000000","915000000","835200000","856100000","1004300000","1113300000","1243300000","","1427600000","",
"Japan","JPN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","491000000000","635000000000","826000000000","1167000000000","1796000000000","2536000000000","3352000000000","4394000000000","5857000000000","7131000000000","7898000000000","9365000000000","10314000000000","11121000000000","11581000000000","11790000000000","12101000000000","12432000000000","13081000000000","","","","11668200000000","11547900000000","11612600000000","11456200000000","11572800000000","11291900000000","10890000000000","9808200000000","8980900000000","8345300000000","7919800000000","7562600000000","8177000000000","8683600000000","8752200000000","8340100000000","8435100000000","8530900000000","8466700000000","8545400000000","8622900000000","8648000000000","8488200000000","8141600000000","7994400000000","7790400000000","7550200000000","7361400000000","7344900000000","",
"Kazakhstan","KAZ","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9299000000","13725000000","21412000000","35058443000","37112417000","38346510000","34338034000","34121377000","","","","","","84841311729.3125","111450468079.891","115063325858.949","154928371557.1","201557799235.11","257952423248.9","523210608957.8","410640331308.56","585263948362.56","677267095895.62","761998243804.21","976894791700","1297405834595.59","1808139556668.52",
"Kenya","KEN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132288230089.47","167998298811.91","218165865080.99","237580168006","325776760000","377098281503","438455604893","495694950390.217","578400000000","685874966616.227",
"Kyrgyz Republic","KGZ","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3064763000","4097000000","5125600000","4610750000","5826300000","5642400000","6184200000","5463304044","7769600000","9980590000",
"Cambodia","KHM","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27625155271","34056995994","48598839627","55233907575","49979049282","69721000000","76061796608","86311495699","109295686002","139232560331","168363600000","204277500000","228280009050","222839137950","291394999587","288323082941","338017600000","366559130877","380870859075","403260673439","","",
"Kiribati","KIR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3875441.58","6428618.2","1837633.08","174691.605096283","166484.74","150000","303659.56","633366.52","2281896.3184","","2508836.341","2612134.35855","2770381.17415",
"St. Kitts and Nevis","KNA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12620000","13970000","14080000","13180000","12260000","","","","","","42600000","52400000","26080000","27842000","27562000","38035834","43211572","45271865","128296807.3","123159451.08","131030000","125750000","116650000","81050000","77940000","47330000","180050000","40820000","","","18800000","","","",
"Korea, Rep.","KOR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","17000000000","21000000000","31000000000","49000000000","94000000000","132000000000","190000000000","285000000000","434000000000","567000000000","652000000000","687000000000","857000000000","993000000000","1134000000000","1134000000000","1158000000000","814000000000","1262000000000","1245000000000","1495000000000","1204000000000","1830000000000","1943000000000","1964000000000","2258000000000","3398650000000","5883834000000","6888293000000","7197713000000","6845839000000","6597578000000","8710042000000","10094100000000","12150100000000","13443750000000","14355939000000","11519009828260","13386577000000","14566086000000","20161700000000","20294100000000","20942433177887","20761012461333","19643443592065","19413675193949","19220399348078.5","19920458462919","21089338302092","20947080865474","25197029007139","",
"Kuwait","KWT","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323000000","417000000","178000000","200000000","151000000","134000000","","","61000000","31000000","18000000","13000000","13000000","13000000","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361375000000","263774000000","397809000000","446510000000","590950000000","1005120000000","880528000000","1125750000000","1387422100000","1910795200000","2596764640000","2868322550000","2609480100000","2162774330000","3805818900000","",
"Lebanon","LBN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3482000000000","3352460000000","3624000000000","3983900000000","4091200000000","4366100000000","4942000000000","3922100000000","3408703000000","4334468000000","4694550000000","4957351000000","5784054000000","5893300000000","5654800000000","5457160000000","5713770000000","6314257000000","6721763000000","7185336000000","7521078000000","8156038000000","8067791000000","2916980750360.5","2608053000000","","",
"Liberia","LBR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","846232.52","1199240","1350766","4429800","","13445441.7","17650109.94","3405671","","","","","","","","","","","",
"Libya","LBY","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27806000","40775000","43762000","51323000","61893945","70000000","79129973","81071228","78394041","89846982","92823272","100183655","123178292","134809072","146613494","148740000","149290000","152700000","","","","","","",
"Latin America & Caribbean","LCN","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20668000000","22073000000","25940000000","28926000000","38031000000","38225000000","48923000000","55246000000","54898000000","62123000000","71200000000","94307000000","116515000000","125126000000","119782000000","120159000000","150777000000","182681000000","212475000000","309676000000","352591000000","356896000000","408498000000","444007000000","436395059511.81","509674355466.84","610894570878.71","735565676710.92","852190046486.55","901352260391.76","980302000000","1048382440515.15","1565190000000","2455599540000",
"Lower middle income","LMC","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","16100000","19624000","18084000","20791000","5887000","29807000","43311000","97492000","","64550295","67318052","62015619","64800986","84971021","29057497","53480263","133042322","92524510","162418702","147310816","214072320","224900000","156300000","117900000","313213484.05","306190205.81","118949866.63","126454568.69","94175586.77","138959724.84","164285399.044637","189793003.75","174813000","267100000","246922450.078","329100000","448627000","502100866.08","544120000","441834191.83","618940000.62","",
"Late-demographic dividend","LTE","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115848.007414272","5329008.34105653","","","","","","","","","","171204000","164490000","168081000","188164000","197082000","318455000","509655000","570878000","674480000","643250000","646383000","639830000","599941000","550608000","486729000","488959000","380095000","284979000","239333000","",
"Luxembourg","LUX","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","16484919.3974204","17600440.2589","17798755.0787186","17773965.7262413","19831481.9818592","23054097.8039113","26698132.6180779","28879595.6360824","30218220.6698579","33465625.8443873","18195384.7183558","20971792.1958161","27813653.4795575","33589572.6067739","34680304.1157762","39861278.7835369","31804739.2284066","27342655.7824883","20128954.211587","15493345.2983275","11378312.7870917","21269264.4255439","21368421.8354532","62505000","53950000","51757000","60112000","68770000","60661000","56533000","52197000","49054000","40967000","43765000","52476000","73796000","102732000","124273000","163360000","207473000","208915000","238000000","203623000","198838000","205369000","212342000","208346000","203158000","142971000","111515000","119045000","",
